id,magnitude,type,title,date,time,updated,url,detailUrl,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,geometryType,depth,latitude,longitude,place,location,continent,country,subnational,city,locality,postcode,what3words,timezone
usp00058wh,6,earthquake,"M 6.0 - 83 km WSW of Tomohon, Indonesia",1992-06-10T02:13:45,708142425460,1651171418864,https://earthquake.usgs.gov/earthquakes/eventpage/usp00058wh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00058wh&format=geojson,0,0,5,,reviewed,0,554,us,p00058wh,",gcmtb061092c,usp00058wh,gcmt19920610021345,atlas19920610021349,iscgem286427,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.2,0,mw,Point,30.5,1.084,124.089,"83 km WSW of Tomohon, Indonesia","Tomohon, Indonesia",,Indonesia,North Sulawesi,,North Sulawesi,,standard.underlain.hints,480
usp00058vv,5.7,earthquake,"M 5.7 - 73 km WSW of Tomohon, Indonesia",1992-06-09T14:45:02,708101102580,1651171407623,https://earthquake.usgs.gov/earthquakes/eventpage/usp00058vv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00058vv&format=geojson,0,0,5,,reviewed,0,500,us,p00058vv,",gcmtb060992g,usp00058vv,gcmt19920609144501,iscgem286354,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1,0,mw,Point,42.1,1.119,124.172,"73 km WSW of Tomohon, Indonesia","Tomohon, Indonesia",,Indonesia,North Sulawesi,,North Sulawesi,,guidestar.priority.ointment,480
usp00058v4,6.1,earthquake,"M 6.1 - 65 km S of Jatiroto, Indonesia",1992-06-09T00:31:56,708049916310,1651171400673,https://earthquake.usgs.gov/earthquakes/eventpage/usp00058v4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00058v4&format=geojson,0,0,5,,reviewed,0,572,us,p00058v4,",choy19920609003156,gcmtb060992b,usp00058v4,gcmt19920609003157,iscgem286279,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.2,0,mw,Point,63.9,-8.474,111.1,"65 km S of Jatiroto, Indonesia","Jatiroto, Indonesia",,Indonesia,East Java,,East Java,,exclamations.synchronic.environment,420
usp00058sh,6,earthquake,"M 6.0 - 89 km WSW of Tomohon, Indonesia",1992-06-06T21:40:40,707866840810,1651171381703,https://earthquake.usgs.gov/earthquakes/eventpage/usp00058sh,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00058sh&format=geojson,0,0,6,,reviewed,0,554,us,p00058sh,",gcmtb060692h,usp00058sh,gcmt19920606214041,atlas19920606214042,iscgem286001,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.1,0,mw,Point,17.5,1.068,124.04,"89 km WSW of Tomohon, Indonesia","Tomohon, Indonesia",,Indonesia,North Sulawesi,,North Sulawesi,,unemployable.retractor.disagreeable,480
usp00058cp,5.5,earthquake,"M 5.5 - Halmahera, Indonesia",1992-05-29T22:52:34,707179954590,1598664918859,https://earthquake.usgs.gov/earthquakes/eventpage/usp00058cp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00058cp&format=geojson,0,0,4,,reviewed,0,465,us,p00058cp,",gcmtb052992g,usp00058cp,gcmt19920529225234,",",gcmt,us,gcmt,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,0.9,0,mw,Point,122.7,1.819,127.494,"Halmahera, Indonesia","Halmahera, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,wholehearted.contact.creamers,540
usp00057u9,5.5,earthquake,"M 5.5 - Sumbawa region, Indonesia",1992-05-21T18:05:52,706471552560,1598664741281,https://earthquake.usgs.gov/earthquakes/eventpage/usp00057u9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00057u9&format=geojson,0,0,4,,reviewed,0,465,us,p00057u9,",choy19920521180552,gcmtb052192f,usp00057u9,gcmt19920521180554,",",choy,gcmt,us,gcmt,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mwb,Point,143.4,-8.748,117.604,"Sumbawa region, Indonesia","Sumbawa region, Indonesia",,Indonesia,West Nusa Tenggara,,Sumbawa,,dejectedly.surfing.cramping,480
usp00057rs,5.5,earthquake,"M 5.5 - 29 km ENE of Anito, Philippines",1992-05-20T11:43:05,706362185220,1651171661995,https://earthquake.usgs.gov/earthquakes/eventpage/usp00057rs,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00057rs&format=geojson,0,0,4,,reviewed,0,465,us,p00057rs,",gcmtb052092d,usp00057rs,gcmt19920520114305,iscgem292326,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.3,0,mw,Point,33,12.537,125.544,"29 km ENE of Anito, Philippines","Anito, Philippines",,,,,Philippines,,starlings.coincides.revolutionary,480
usp00057gv,7.3,earthquake,"M 7.3 - 23 km ESE of Santiago, Philippines",1992-05-17T10:15:31,706097731310,1651171644067,https://earthquake.usgs.gov/earthquakes/eventpage/usp00057gv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00057gv&format=geojson,0,0,7,,reviewed,0,820,us,p00057gv,",choy19920517101531,gcmtc051792c,usp00057gv,gcmt19920517101531,atlas19920517101536,iscgem291774,",",choy,gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.1,0,mwb,Point,33,7.191,126.762,"23 km ESE of Santiago, Philippines","Santiago, Philippines",,Philippines,,,Philippines maritime boundary,,philandering.orchestrators.subtext,480
usp00057gu,7.1,earthquake,"M 7.1 - 9 km SE of Santiago, Philippines",1992-05-17T09:49:19,706096159110,1651171633066,https://earthquake.usgs.gov/earthquakes/eventpage/usp00057gu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00057gu&format=geojson,0,0,7,,reviewed,0,776,us,p00057gu,",choy19920517094919,gcmtc051792b,usp00057gu,gcmt19920517094918,duputel051792b,atlas19920517094920,iscgem291773,",",choy,gcmt,us,gcmt,duputel,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",0,0,1.2,0,mw,Point,32.8,7.239,126.645,"9 km SE of Santiago, Philippines","Santiago, Philippines",,Philippines,Davao Region,Caraga,Caraga,,beckon.jabbering.paraded,480
usp00057g2,5.7,earthquake,"M 5.7 - 68 km S of Bandar Lampung, Indonesia",1992-05-16T21:30:52,706051852330,1651171631688,https://earthquake.usgs.gov/earthquakes/eventpage/usp00057g2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00057g2&format=geojson,0,0,5,,reviewed,0,500,us,p00057g2,",iscgem291687,usp00057g2,",",iscgem,us,",",origin,phase-data,shakemap,",0,0,1.2,0,ms,Point,33,-6.047,105.284,"68 km S of Bandar Lampung, Indonesia","Bandar Lampung, Indonesia",,Indonesia,Lampung,,Lampung,,phenomenally.goatee.fridge,420
usp00056nx,5.5,earthquake,"M 5.5 - 13 km W of Hinundayan, Philippines",1992-04-29T11:26:05,704546765070,1651171854058,https://earthquake.usgs.gov/earthquakes/eventpage/usp00056nx,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00056nx&format=geojson,0,0,6,,reviewed,0,465,us,p00056nx,",gcmtb042992d,usp00056nx,gcmt19920429112605,iscgem297845,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,29.9,10.375,125.126,"13 km W of Hinundayan, Philippines","Hinundayan, Philippines",,Philippines,Eastern Visayas,,Southern Leyte,,jaywalking.vowing.unwanted,480
usp00055yz,6.6,earthquake,"M 6.6 - 160 km S of Pagar Alam, Indonesia",1992-04-18T09:16:52,703588612850,1651171803547,https://earthquake.usgs.gov/earthquakes/eventpage/usp00055yz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00055yz&format=geojson,0,0,5,,reviewed,0,670,us,p00055yz,",choy19920418091652,gcmtc041892a,usp00055yz,gcmt19920418091653,duputel041892a,atlas19920418091653,iscgem296246,",",choy,gcmt,us,gcmt,duputel,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",0,0,1.3,0,mw,Point,29.3,-5.454,103.001,"160 km S of Pagar Alam, Indonesia","Pagar Alam, Indonesia",,Indonesia,Bengkulu,,Bengkulu,,retrieval.forgettable.pleasurable,420
usp00055vz,6.1,earthquake,"M 6.1 - 89 km NW of Gorontalo, Indonesia",1992-04-16T08:00:54,703411254240,1651171795619,https://earthquake.usgs.gov/earthquakes/eventpage/usp00055vz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00055vz&format=geojson,0,0,5,,reviewed,0,572,us,p00055vz,",gcmtb041692a,usp00055vz,gcmt19920416080055,atlas19920416080056,iscgem296008,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,30,1.186,122.586,"89 km NW of Gorontalo, Indonesia","Gorontalo, Indonesia",,Indonesia,Gorontalo,,Gorontalo,,shrewd.decoys.polluter,480
usp00055f4,6,earthquake,"M 6.0 - 249 km ESE of Amahai, Indonesia",1992-04-07T03:37:02,702617822920,1651166635145,https://earthquake.usgs.gov/earthquakes/eventpage/usp00055f4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00055f4&format=geojson,0,0,5,,reviewed,0,554,us,p00055f4,",gcmtb040792c,usp00055f4,gcmt19920407033703,iscgem294849,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,52.9,-4.172,131.005,"249 km ESE of Amahai, Indonesia","Amahai, Indonesia",,Indonesia,Maluku,,Maluku,,papayas.appliances.chummy,540
usp000555m,5.5,earthquake,"M 5.5 - 26 km NNE of Amahai, Indonesia",1992-04-01T01:38:03,702092283340,1651171708077,https://earthquake.usgs.gov/earthquakes/eventpage/usp000555m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000555m&format=geojson,0,0,5,,reviewed,0,465,us,p000555m,",gcmtb040192c,usp000555m,gcmt19920401013803,iscgem294032,atlas19920401013803,",",gcmt,us,gcmt,iscgem,atlas,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.2,0,mw,Point,33,-3.125,129.023,"26 km NNE of Amahai, Indonesia","Amahai, Indonesia",,Indonesia,Maluku,,Seram Island,,monotony.aground.orchids,540
usp00054g6,6.3,earthquake,"M 6.3 - 7 km NNW of Besao, Philippines",1992-03-19T06:34:25,700986865860,1651171966979,https://earthquake.usgs.gov/earthquakes/eventpage/usp00054g6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00054g6&format=geojson,0,0,7,,reviewed,0,611,us,p00054g6,",gcmtc031992b,usp00054g6,gcmt19920319063425,atlas19920319063432,iscgem300341,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.2,0,mwb,Point,15.4,17.155,120.827,"7 km NNW of Besao, Philippines","Besao, Philippines",,Philippines,Cordillera Administrative Region,Besao,Ambaguio,,reminded.rake.templates,480
usp00053bp,5.5,earthquake,"M 5.5 - Halmahera, Indonesia",1992-02-21T17:13:19,698692399790,1598663797158,https://earthquake.usgs.gov/earthquakes/eventpage/usp00053bp,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00053bp&format=geojson,0,0,4,,reviewed,0,465,us,p00053bp,",gcmtb022192b,usp00053bp,gcmt19920221171319,",",gcmt,us,gcmt,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,79.9,2.075,128.408,"Halmahera, Indonesia","Halmahera, Indonesia",,Indonesia,North Maluku,,Morotai,,tonic.roundup.markers,540
usp00052ke,5.1,earthquake,"M 5.1 - 6 km SE of Margasari, Indonesia",1992-02-04T01:58:39,697168719740,1651172053582,https://earthquake.usgs.gov/earthquakes/eventpage/usp00052ke,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00052ke&format=geojson,0,0,4,,reviewed,0,400,us,p00052ke,",gcmtb020492a,usp00052ke,gcmt19920204015838,iscgem302564,atlas19920204015839,",",gcmt,us,gcmt,iscgem,atlas,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,58.3,-7.138,109.067,"6 km SE of Margasari, Indonesia","Margasari, Indonesia",,Indonesia,Central Java,Brebes,Brebes,,calibration.shakiness.gnat,420
usp00051rj,6.1,earthquake,"M 6.1 - 60 km N of Ternate, Indonesia",1992-01-13T11:58:23,695303903140,1651172177418,https://earthquake.usgs.gov/earthquakes/eventpage/usp00051rj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00051rj&format=geojson,0,0,5,,reviewed,0,572,us,p00051rj,",choy19920113115823,gcmtc011392d,usp00051rj,gcmt19920113115823,iscgem307116,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mwb,Point,112.9,1.342,127.373,"60 km N of Ternate, Indonesia","Ternate, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,pontificated.nastily.most,540
usp0006511,5.6,earthquake,"M 5.6 - 3 km SSW of Mambulo, Philippines",1993-12-12T05:15:24,755673324520,1651168434329,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006511,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006511&format=geojson,0,0,6,,reviewed,0,482,us,p0006511,",gcmtb121293c,usp0006511,gcmt19931212051532,iscgem193151,atlas19931212051524,",",gcmt,us,gcmt,iscgem,atlas,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.3,0,mw,Point,21.9,13.693,123.035,"3 km SSW of Mambulo, Philippines","Mambulo, Philippines",,Philippines,Bicol Region,,Camarines Sur,,backing.socks.sheepdog,480
usp00064u1,5.6,earthquake,"M 5.6 - 45 km WNW of Gorontalo, Indonesia",1993-12-07T16:27:25,755281645570,1651168425884,https://earthquake.usgs.gov/earthquakes/eventpage/usp00064u1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00064u1&format=geojson,0,0,4,,reviewed,0,482,us,p00064u1,",usp00064u1,gcmt19931207162725,iscgem192484,",",us,gcmt,iscgem,",",impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,77.9,0.73,122.702,"45 km WNW of Gorontalo, Indonesia","Gorontalo, Indonesia",,Indonesia,Gorontalo,,Gorontalo,,carnivores.cosponsors.nasal,480
usp0006419,5.9,earthquake,"M 5.9 - 53 km S of Pondaguitan, Philippines",1993-11-22T03:00:55,753937255820,1651168588061,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006419,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006419&format=geojson,0,0,4,,reviewed,0,536,us,p0006419,",gcmtb112293a,usp0006419,gcmt19931122030055,iscgem199151,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.2,0,mwb,Point,38,5.877,126.229,"53 km S of Pondaguitan, Philippines","Pondaguitan, Philippines",,,,,Philippines,,munchies.shade.hackles,480
usp00062x6,5.5,earthquake,"M 5.5 - 42 km E of Dingalan, Philippines",1993-10-30T08:30:33,751969833970,1651168734700,https://earthquake.usgs.gov/earthquakes/eventpage/usp00062x6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00062x6&format=geojson,0,0,4,,reviewed,0,465,us,p00062x6,",gcmtb103093b,usp00062x6,gcmt19931030083034,iscgem205215,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,0.9,0,mw,Point,38.6,15.437,121.785,"42 km E of Dingalan, Philippines","Dingalan, Philippines",,Philippines,,,Philippines maritime boundary,,proverbs.wheezed.sash,480
usp00062jf,5.6,earthquake,"M 5.6 - 16 km SW of Cabay, Philippines",1993-10-24T05:53:29,751442009690,1651168715390,https://earthquake.usgs.gov/earthquakes/eventpage/usp00062jf,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp00062jf&format=geojson,0,0,4,,reviewed,0,482,us,p00062jf,",gcmtb102493b,usp00062jf,gcmt19931024055329,atlas19931024055329,iscgem204279,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1,0,mw,Point,48.6,11.327,125.396,"16 km SW of Cabay, Philippines","Cabay, Philippines",,Philippines,Eastern Visayas,,Eastern Samar,,depriving.gallons.splashing,480
usp0006239,5.8,earthquake,"M 5.8 - 2 km NE of Malim, Philippines",1993-10-16T10:52:25,750768745900,1651168690444,https://earthquake.usgs.gov/earthquakes/eventpage/usp0006239,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0006239&format=geojson,0,0,6,,reviewed,0,518,us,p0006239,",gcmtb101693f,usp0006239,gcmt19931016105226,atlas19931016105225,iscgem202944,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.2,0,mw,Point,30.8,7.472,123.447,"2 km NE of Malim, Philippines","Malim, Philippines",,Philippines,Zamboanga Peninsula,,Zamboanga del Sur,,bolstering.optioned.blame,480
usp000617r,6.4,earthquake,"M 6.4 - 170 km W of Gorontalo, Indonesia",1993-09-29T11:16:03,749301363540,1651168879712,https://earthquake.usgs.gov/earthquakes/eventpage/usp000617r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp000617r&format=geojson,0,0,6,,reviewed,0,630,us,p000617r,",gcmtc092993e,usp000617r,gcmt19930929111604,atlas19930929111603,iscgem210507,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.2,0,mw,Point,96.6,0.494,121.528,"170 km W of Gorontalo, Indonesia","Gorontalo, Indonesia",,Indonesia,Gorontalo,,Gorontalo,,cordon.misspoken.overdid,480
usp0005zjz,5.7,earthquake,"M 5.7 - 67 km SSE of Bengkulu, Indonesia",1993-09-01T11:48:38,746884118440,1651168748618,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005zjz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005zjz&format=geojson,0,0,4,,reviewed,0,500,us,p0005zjz,",gcmtb090193e,usp0005zjz,gcmt19930901114833,iscgem205542,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,0.9,0,mwb,Point,71,-4.331,102.567,"67 km SSE of Bengkulu, Indonesia","Bengkulu, Indonesia",,Indonesia,Bengkulu,,Bengkulu,,useless.technicalities.stouts,420
usp0005yvn,5.5,earthquake,"M 5.5 - 23 km ESE of Manay, Philippines",1993-08-19T21:52:05,745797125210,1651169069790,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005yvn,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005yvn&format=geojson,0,0,5,,reviewed,0,465,us,p0005yvn,",gcmtb081993j,usp0005yvn,gcmt19930819215205,iscgem215271,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,30.5,7.167,126.743,"23 km ESE of Manay, Philippines","Manay, Philippines",,Philippines,,,Philippines maritime boundary,,choreographic.unedited.untruthful,480
usp0005yv3,5.9,earthquake,"M 5.9 - 27 km ESE of Santiago, Philippines",1993-08-19T15:21:38,745773698260,1651169063277,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005yv3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005yv3&format=geojson,0,0,5,,reviewed,0,536,us,p0005yv3,",gcmtb081993g,usp0005yv3,gcmt19930819152137,iscgem215199,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.2,0,mw,Point,31,7.197,126.807,"27 km ESE of Santiago, Philippines","Santiago, Philippines",,,,,Philippines,,wormy.filename.inviolability,480
usp0005y34,5.5,earthquake,"M 5.5 - 201 km NNE of Palu, Indonesia",1993-08-08T00:31:06,744769866690,1651168959438,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005y34,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005y34&format=geojson,0,0,4,,reviewed,0,465,us,p0005y34,",gcmtb080893a,usp0005y34,gcmt19930808003106,iscgem212554,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,34.1,0.841,120.368,"201 km NNE of Palu, Indonesia","Palu, Indonesia",,Indonesia,Central Sulawesi,Tolitoli,Dondo,,thistles.splashy.detailed,480
usp0005vsa,5.7,earthquake,"M 5.7 - Luzon, Philippines",1993-07-07T20:53:24,742078404950,1600187344516,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005vsa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005vsa&format=geojson,0,0,5,,reviewed,0,500,us,p0005vsa,",usp0005vsa,",",us,",",origin,phase-data,shakemap,",0,0,1.1,0,ms,Point,40.4,13.693,123.674,"Luzon, Philippines","Luzon, Philippines",,Philippines,Bicol Region,,Camarines Sur,,appeals.berries.negate,480
usp0005tsa,5.6,earthquake,"M 5.6 - Halmahera, Indonesia",1993-05-30T17:13:19,738781999990,1651169680023,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005tsa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005tsa&format=geojson,0,0,4,,reviewed,0,482,us,p0005tsa,",iscgem235860,usp0005tsa,",",iscgem,us,",",origin,phase-data,shakemap,",0,0,0.8,0,mb,Point,94.6,1.559,127.248,"Halmahera, Indonesia","Halmahera, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,shockers.decimated.condensation,540
usp0005ts9,6.1,earthquake,"M 6.1 - 85 km NNW of Ternate, Indonesia",1993-05-30T17:08:53,738781733950,1651169678249,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005ts9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005ts9&format=geojson,0,0,5,,reviewed,0,572,us,p0005ts9,",choy19930530170853,gcmtb053093f,usp0005ts9,gcmt19930530170853,iscgem235857,",",choy,gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1,0,mwb,Point,80.9,1.546,127.207,"85 km NNW of Ternate, Indonesia","Ternate, Indonesia",,Indonesia,North Maluku,,Molucca Sea,,expressively.aprons.reactively,540
usp0005t3n,5.6,earthquake,"M 5.6 - 38 km NW of Maumere, Indonesia",1993-05-19T12:03:28,737813008370,1651169600371,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005t3n,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005t3n&format=geojson,0,0,5,,reviewed,0,482,us,p0005t3n,",gcmtb051993b,usp0005t3n,gcmt19930519120327,iscgem233228,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,39.7,-8.347,121.992,"38 km NW of Maumere, Indonesia","Maumere, Indonesia",,Indonesia,East Nusa Tenggara,,Flores Sea,,cultivators.mountain.neorealist,480
usp0005sx9,5.7,earthquake,"M 5.7 - 5 km SW of Pastrana, Philippines",1993-05-17T02:08:37,737604517090,1651169554448,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005sx9,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005sx9&format=geojson,0,0,6,,reviewed,0,500,us,p0005sx9,",gcmtb051793a,usp0005sx9,gcmt19930517020837,atlas19930517020837,iscgem232813,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.1,0,mw,Point,33,11.105,124.846,"5 km SW of Pastrana, Philippines","Pastrana, Philippines",,Philippines,Eastern Visayas,Pastrana,Pastrana,6514,headpieces.headache.juicier,480
usp0005std,5.8,earthquake,"M 5.8 - 9 km SE of Santiago, Philippines",1993-05-15T01:55:38,737430938800,1651169531999,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005std,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005std&format=geojson,0,0,6,,reviewed,0,518,us,p0005std,",gcmtb051593c,usp0005std,gcmt19930515015538,atlas19930515015541,iscgem232492,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,trump-shakemap,",0,0,1.1,0,mw,Point,31.3,7.23,126.641,"9 km SE of Santiago, Philippines","Santiago, Philippines",,Philippines,Davao Region,Caraga,Caraga,,moviemaker.adeptly.farmworker,480
usp0005sm4,7,earthquake,"M 7.0 - 3 km E of Manay, Philippines",1993-05-11T18:26:51,737144811320,1651169492019,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005sm4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005sm4&format=geojson,0,0,6,,reviewed,0,754,us,p0005sm4,",choy19930511182651,gcmtc051193e,usp0005sm4,gcmt19930511182648,duputel051193e,atlas19930511182652,iscgem231961,",",choy,gcmt,us,gcmt,duputel,atlas,iscgem,",",focal-mechanism,impact-text,moment-tensor,origin,phase-data,shakemap,trump-shakemap,",0,0,1.1,0,mwb,Point,58.7,7.219,126.57,"3 km E of Manay, Philippines","Manay, Philippines",,Philippines,Davao Region,Manay,Manay,,jams.corridor.plodded,480
usp0005qx4,5.6,earthquake,"M 5.6 - 2 km ENE of Gutad, Philippines",1993-04-09T11:35:38,734355338160,1651169748467,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005qx4,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005qx4&format=geojson,0,0,6,,reviewed,0,482,us,p0005qx4,",gcmtb040993b,usp0005qx4,gcmt19930409113535,atlas19930409113538,iscgem237843,",",gcmt,us,gcmt,atlas,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.2,0,mw,Point,33.7,14.937,120.51,"2 km ENE of Gutad, Philippines","Gutad, Philippines",,Philippines,Central Luzon,,Archdiocese of San Fernando,,matchbooks.hairpin.overran,480
usp0005qak,5.9,earthquake,"M 5.9 - Mindoro, Philippines",1993-03-29T03:50:53,733377053130,1651169978708,https://earthquake.usgs.gov/earthquakes/eventpage/usp0005qak,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usp0005qak&format=geojson,0,0,5,,reviewed,0,536,us,p0005qak,",gcmtb032993b,usp0005qak,gcmt19930329035050,iscgem245465,",",gcmt,us,gcmt,iscgem,",",focal-mechanism,impact-text,origin,phase-data,shakemap,",0,0,1.1,0,mw,Point,58.1,13.387,120.484,"Mindoro, Philippines","Mindoro, Philippines",,Philippines,Mimaropa,,Mindoro,,bedrock.chieftain.coordinated,480
